S.No,Date,Item,Season,Amount,Quantity,Order Type,Final Amount
2614,2023-04-15,Paneer Biryani,Summer,319,2,Online,369
2615,2023-01-20,Lollipop Biryani,Winter,329,2,Offline,329
2616,2023-07-02,Full Meals,Rainy,120,2,Online,170
2617,2023-02-06,Mini Meals,Winter,80,3,Online,130
2618,2022-09-04,Paneer Biryani,Rainy,319,1,Offline,319
2619,2023-03-07,Lollipop Biryani,Summer,329,1,Offline,329
2620,2023-05-02,Full Meals,Summer,120,2,Offline,120
2621,2022-01-02,Mini Meals,Winter,80,2,Offline,80
2622,2022-02-16,Mini Meals,Winter,80,3,Offline,80
2623,2022-08-17,Lollipop Biryani,Rainy,329,2,Online,379
2624,2022-04-28,Mini Meals,Summer,80,2,Offline,80
2625,2023-01-11,Paneer Biryani,Winter,319,1,Offline,319
2626,2022-12-02,Pot Biryani,Winter,399,3,Online,449
2627,2022-03-13,Lollipop Biryani,Summer,329,1,Offline,329
2628,2023-07-24,Mini Meals,Rainy,80,3,Online,130
2629,2022-02-08,Full Meals,Winter,120,1,Offline,120
2630,2022-04-11,Moghlai Biryani,Summer,349,3,Offline,349
2631,2022-10-12,Paneer Biryani,Winter,319,1,Online,369
2632,2022-02-26,Pot Biryani,Winter,399,1,Offline,399
2633,2023-06-24,Lollipop Biryani,Rainy,329,2,Offline,329
2634,2023-06-06,Moghlai Biryani,Rainy,349,3,Online,399
2635,2023-01-24,Pot Biryani,Winter,399,2,Offline,399
2636,2022-09-27,Lollipop Biryani,Rainy,329,1,Offline,329
2637,2023-02-02,Joint Biryani,Winter,349,1,Offline,349
2638,2022-01-20,Full Meals,Winter,120,2,Online,170
2639,2022-03-08,Dum Biryani,Summer,299,1,Online,349
2640,2022-02-06,Pot Biryani,Winter,399,3,Offline,399
2641,2022-02-21,Full Meals,Winter,120,2,Offline,120
2642,2023-02-26,Fry Piece Biryani,Winter,329,2,Online,379
2643,2023-04-02,Full Meals,Summer,120,3,Offline,120
2644,2023-06-01,Full Meals,Rainy,120,2,Online,170
2645,2022-02-17,Mini Meals,Winter,80,2,Online,130
2646,2023-01-18,Paneer Biryani,Winter,319,2,Offline,319
2647,2022-07-05,Fry Piece Biryani,Rainy,329,2,Online,379
2648,2023-03-03,Mini Meals,Summer,80,3,Online,130
2649,2023-08-25,Fry Piece Biryani,Rainy,329,2,Offline,329
2650,2022-08-01,Pot Biryani,Rainy,399,3,Online,449
2651,2022-04-18,Moghlai Biryani,Summer,349,1,Online,399
2652,2022-03-22,Moghlai Biryani,Summer,349,3,Offline,349
2653,2023-08-14,Full Meals,Rainy,120,2,Offline,120
2654,2022-03-22,Paneer Biryani,Summer,319,2,Offline,319
2655,2023-04-09,Mini Meals,Summer,80,3,Online,130
2656,2023-04-26,Paneer Biryani,Summer,319,3,Offline,319
2657,2022-11-13,Pot Biryani,Winter,399,2,Online,449
2658,2023-01-13,Full Meals,Winter,120,3,Online,170
2659,2022-11-02,Paneer Biryani,Winter,319,1,Offline,319
2660,2023-04-10,Mini Meals,Summer,80,2,Online,130
2661,2023-03-21,Moghlai Biryani,Summer,349,2,Offline,349
2662,2022-01-11,Full Meals,Winter,120,2,Offline,120
2663,2022-07-04,Joint Biryani,Rainy,349,1,Offline,349
2664,2022-04-15,Pot Biryani,Summer,399,3,Offline,399
2665,2023-01-08,Mini Meals,Winter,80,2,Online,130
2666,2022-03-01,Pot Biryani,Summer,399,2,Online,449
2667,2022-03-24,Moghlai Biryani,Summer,349,1,Offline,349
2668,2022-10-13,Mini Meals,Winter,80,3,Online,130
2669,2022-12-24,Mini Meals,Winter,80,3,Offline,80
2670,2022-12-15,Fry Piece Biryani,Winter,329,2,Online,379
2671,2022-11-23,Pot Biryani,Winter,399,2,Online,449
2672,2022-10-30,Mini Meals,Winter,80,1,Offline,80
2673,2023-02-12,Joint Biryani,Winter,349,3,Online,399
2674,2023-06-18,Paneer Biryani,Rainy,319,1,Offline,319
2675,2022-04-05,Mini Meals,Summer,80,3,Offline,80
2676,2023-02-03,Mini Meals,Winter,80,2,Offline,80
2677,2023-05-13,Mini Meals,Summer,80,1,Online,130
2678,2022-12-30,Moghlai Biryani,Winter,349,1,Online,399
2679,2022-04-18,Joint Biryani,Summer,349,3,Offline,349
2680,2023-04-27,Paneer Biryani,Summer,319,2,Offline,319
2681,2023-06-01,Mini Meals,Rainy,80,1,Online,130
2682,2022-05-02,Full Meals,Summer,120,1,Online,170
2683,2022-01-05,Fry Piece Biryani,Winter,329,3,Offline,329
2684,2022-12-13,Dum Biryani,Winter,299,2,Online,349
2685,2022-05-01,Fry Piece Biryani,Summer,329,1,Offline,329
2686,2023-02-22,Mini Meals,Winter,80,1,Offline,80
2687,2022-02-09,Moghlai Biryani,Winter,349,3,Online,399
2688,2023-07-13,Fry Piece Biryani,Rainy,329,1,Offline,329
2689,2022-09-20,Joint Biryani,Rainy,349,3,Offline,349
2690,2022-10-09,Fry Piece Biryani,Winter,329,1,Online,379
2691,2022-12-06,Mini Meals,Winter,80,1,Online,130
2692,2023-04-11,Pot Biryani,Summer,399,1,Online,449
2693,2023-03-02,Full Meals,Summer,120,1,Offline,120
2694,2023-03-11,Joint Biryani,Summer,349,1,Online,399
2695,2022-08-30,Full Meals,Rainy,120,3,Online,170
2696,2022-06-09,Dum Biryani,Rainy,299,1,Online,349
2697,2023-08-09,Full Meals,Rainy,120,2,Offline,120
2698,2022-11-28,Pot Biryani,Winter,399,1,Online,449
2699,2022-11-28,Fry Piece Biryani,Winter,329,3,Offline,329
2700,2022-04-10,Mini Meals,Summer,80,3,Online,130
2701,2022-07-25,Full Meals,Rainy,120,2,Offline,120
2702,2022-02-15,Paneer Biryani,Winter,319,3,Offline,319
2703,2023-01-07,Mini Meals,Winter,80,3,Offline,80
2704,2022-03-02,Mini Meals,Summer,80,1,Online,130
2705,2022-12-29,Full Meals,Winter,120,2,Online,170
2706,2022-07-20,Fry Piece Biryani,Rainy,329,3,Offline,329
2707,2022-05-29,Mini Meals,Summer,80,1,Online,130
2708,2022-11-12,Dum Biryani,Winter,299,1,Offline,299
2709,2023-04-25,Full Meals,Summer,120,3,Online,170
2710,2022-02-13,Paneer Biryani,Winter,319,1,Online,369
2711,2022-07-01,Mini Meals,Rainy,80,2,Offline,80
2712,2023-06-03,Moghlai Biryani,Rainy,349,3,Online,399
2713,2023-03-15,Dum Biryani,Summer,299,1,Offline,299
2714,2023-08-29,Mini Meals,Rainy,80,1,Online,130
2715,2023-01-08,Pot Biryani,Winter,399,1,Online,449
2716,2023-03-03,Mini Meals,Summer,80,3,Offline,80
2717,2022-07-20,Paneer Biryani,Rainy,319,1,Online,369
2718,2022-11-03,Mini Meals,Winter,80,1,Online,130
2719,2022-01-16,Full Meals,Winter,120,1,Online,170
2720,2022-01-09,Fry Piece Biryani,Winter,329,1,Online,379
2721,2023-07-17,Mini Meals,Rainy,80,2,Offline,80
2722,2022-05-03,Joint Biryani,Summer,349,2,Offline,349
2723,2022-01-22,Paneer Biryani,Winter,319,3,Online,369
2724,2023-07-11,Full Meals,Rainy,120,3,Offline,120
2725,2022-06-19,Lollipop Biryani,Rainy,329,2,Online,379
2726,2022-02-21,Paneer Biryani,Winter,319,2,Online,369
2727,2022-06-18,Paneer Biryani,Rainy,319,2,Offline,319
2728,2023-02-09,Paneer Biryani,Winter,319,3,Offline,319
2729,2023-01-21,Moghlai Biryani,Winter,349,2,Online,399
2730,2022-02-22,Dum Biryani,Winter,299,3,Offline,299
2731,2022-07-22,Full Meals,Rainy,120,3,Offline,120
2732,2023-08-28,Mini Meals,Rainy,80,2,Online,130
2733,2023-01-19,Fry Piece Biryani,Winter,329,3,Online,379
2734,2023-03-22,Paneer Biryani,Summer,319,1,Offline,319
2735,2022-05-12,Fry Piece Biryani,Summer,329,1,Online,379
2736,2022-05-20,Moghlai Biryani,Summer,349,1,Online,399
2737,2022-06-19,Moghlai Biryani,Rainy,349,2,Online,399
2738,2023-07-17,Full Meals,Rainy,120,2,Online,170
2739,2022-07-24,Pot Biryani,Rainy,399,1,Online,449
2740,2022-02-14,Mini Meals,Winter,80,3,Offline,80
2741,2023-08-11,Full Meals,Rainy,120,1,Offline,120
2742,2022-06-15,Dum Biryani,Rainy,299,3,Online,349
2743,2022-07-14,Full Meals,Rainy,120,2,Online,170
2744,2022-02-13,Lollipop Biryani,Winter,329,3,Offline,329
2745,2022-08-06,Mini Meals,Rainy,80,2,Online,130
2746,2022-10-01,Mini Meals,Winter,80,1,Online,130
2747,2023-07-10,Full Meals,Rainy,120,3,Online,170
2748,2022-05-04,Paneer Biryani,Summer,319,3,Online,369
2749,2022-09-27,Full Meals,Rainy,120,2,Offline,120
2750,2023-04-12,Dum Biryani,Summer,299,3,Online,349
2751,2022-12-19,Mini Meals,Winter,80,2,Offline,80
2752,2023-06-11,Dum Biryani,Rainy,299,3,Offline,299
2753,2022-10-08,Full Meals,Winter,120,2,Online,170
2754,2022-05-01,Mini Meals,Summer,80,3,Offline,80
2755,2022-04-05,Pot Biryani,Summer,399,2,Online,449
2756,2023-07-10,Moghlai Biryani,Rainy,349,1,Online,399
2757,2022-01-30,Lollipop Biryani,Winter,329,1,Online,379
2758,2023-08-22,Full Meals,Rainy,120,2,Online,170
2759,2022-08-20,Moghlai Biryani,Rainy,349,1,Offline,349
2760,2022-08-03,Moghlai Biryani,Rainy,349,2,Online,399
2761,2022-01-13,Full Meals,Winter,120,2,Online,170
2762,2022-05-21,Mini Meals,Summer,80,1,Online,130
2763,2023-03-22,Mini Meals,Summer,80,2,Offline,80
2764,2023-04-20,Pot Biryani,Summer,399,2,Online,449
2765,2022-10-03,Moghlai Biryani,Winter,349,3,Online,399
2766,2022-10-30,Joint Biryani,Winter,349,2,Online,399
2767,2022-10-31,Pot Biryani,Winter,399,2,Offline,399
2768,2022-05-04,Mini Meals,Summer,80,2,Online,130
2769,2022-12-31,Mini Meals,Winter,80,1,Online,130
2770,2022-08-22,Full Meals,Rainy,120,2,Offline,120
2771,2023-08-09,Full Meals,Rainy,120,2,Offline,120
2772,2022-04-11,Mini Meals,Summer,80,3,Offline,80
2773,2022-06-14,Mini Meals,Rainy,80,3,Online,130
2774,2022-03-04,Mini Meals,Summer,80,3,Online,130
2775,2023-06-15,Joint Biryani,Rainy,349,1,Online,399
2776,2022-12-01,Joint Biryani,Winter,349,1,Offline,349
2777,2022-05-27,Lollipop Biryani,Summer,329,3,Offline,329
2778,2022-01-28,Pot Biryani,Winter,399,1,Offline,399
2779,2022-05-30,Full Meals,Summer,120,1,Online,170
2780,2022-12-13,Mini Meals,Winter,80,1,Online,130
2781,2023-01-30,Mini Meals,Winter,80,1,Online,130
2782,2023-02-02,Joint Biryani,Winter,349,1,Offline,349
2783,2022-05-27,Mini Meals,Summer,80,3,Online,130
2784,2023-03-03,Pot Biryani,Summer,399,3,Offline,399
2785,2022-11-20,Joint Biryani,Winter,349,1,Offline,349
2786,2022-04-03,Paneer Biryani,Summer,319,2,Online,369
2787,2022-11-28,Pot Biryani,Winter,399,2,Online,449
2788,2022-06-01,Mini Meals,Rainy,80,3,Offline,80
2789,2022-01-27,Pot Biryani,Winter,399,2,Offline,399
2790,2022-02-01,Lollipop Biryani,Winter,329,3,Online,379
2791,2023-08-13,Joint Biryani,Rainy,349,1,Online,399
2792,2023-07-24,Mini Meals,Rainy,80,1,Online,130
2793,2023-04-25,Mini Meals,Summer,80,1,Offline,80
2794,2022-10-27,Full Meals,Winter,120,3,Offline,120
2795,2022-07-09,Paneer Biryani,Rainy,319,1,Offline,319
2796,2023-01-02,Moghlai Biryani,Winter,349,2,Offline,349
2797,2023-03-06,Joint Biryani,Summer,349,1,Offline,349
2798,2023-01-16,Full Meals,Winter,120,3,Online,170
2799,2022-09-15,Full Meals,Rainy,120,1,Offline,120
2800,2022-03-10,Dum Biryani,Summer,299,3,Online,349
2801,2022-04-18,Full Meals,Summer,120,3,Online,170
2802,2023-02-24,Dum Biryani,Winter,299,3,Online,349
2803,2023-07-06,Mini Meals,Rainy,80,1,Offline,80
2804,2023-01-05,Mini Meals,Winter,80,1,Online,130
2805,2022-09-03,Full Meals,Rainy,120,1,Offline,120
2806,2022-04-10,Dum Biryani,Summer,299,3,Online,349
2807,2022-07-05,Lollipop Biryani,Rainy,329,3,Online,379
2808,2022-08-16,Paneer Biryani,Rainy,319,3,Online,369
2809,2023-04-06,Fry Piece Biryani,Summer,329,1,Online,379
2810,2022-05-12,Pot Biryani,Summer,399,1,Online,449
2811,2023-03-29,Pot Biryani,Summer,399,1,Offline,399
2812,2022-09-04,Pot Biryani,Rainy,399,1,Online,449
2813,2022-02-26,Paneer Biryani,Winter,319,1,Offline,319
2814,2023-04-10,Paneer Biryani,Summer,319,1,Offline,319
2815,2022-06-01,Full Meals,Rainy,120,1,Offline,120
2816,2023-05-11,Moghlai Biryani,Summer,349,2,Offline,349
2817,2022-03-28,Mini Meals,Summer,80,2,Offline,80
2818,2023-06-05,Mini Meals,Rainy,80,1,Offline,80
2819,2023-08-15,Pot Biryani,Rainy,399,2,Online,449
2820,2022-10-22,Mini Meals,Winter,80,2,Offline,80
2821,2022-09-27,Fry Piece Biryani,Rainy,329,1,Online,379
2822,2022-06-04,Fry Piece Biryani,Rainy,329,3,Offline,329
2823,2023-06-08,Mini Meals,Rainy,80,2,Offline,80
2824,2022-03-13,Mini Meals,Summer,80,2,Online,130
2825,2023-01-27,Paneer Biryani,Winter,319,1,Offline,319
2826,2022-07-16,Lollipop Biryani,Rainy,329,2,Offline,329
2827,2023-07-25,Lollipop Biryani,Rainy,329,3,Online,379
2828,2022-07-29,Lollipop Biryani,Rainy,329,2,Online,379
2829,2023-08-19,Paneer Biryani,Rainy,319,2,Offline,319
2830,2022-07-01,Joint Biryani,Rainy,349,1,Offline,349
2831,2022-11-09,Fry Piece Biryani,Winter,329,2,Offline,329
2832,2022-04-04,Fry Piece Biryani,Summer,329,1,Offline,329
2833,2023-04-21,Full Meals,Summer,120,2,Online,170
2834,2023-08-29,Mini Meals,Rainy,80,2,Online,130
2835,2023-01-27,Full Meals,Winter,120,2,Online,170
2836,2022-10-26,Fry Piece Biryani,Winter,329,1,Online,379
2837,2022-06-04,Full Meals,Rainy,120,3,Offline,120
2838,2023-02-12,Full Meals,Winter,120,2,Online,170
2839,2022-12-09,Moghlai Biryani,Winter,349,1,Offline,349
2840,2022-01-24,Mini Meals,Winter,80,2,Online,130
2841,2022-06-08,Lollipop Biryani,Rainy,329,2,Offline,329
2842,2023-04-21,Mini Meals,Summer,80,3,Online,130
2843,2022-08-13,Pot Biryani,Rainy,399,3,Offline,399
2844,2022-07-09,Full Meals,Rainy,120,3,Online,170
2845,2023-04-21,Pot Biryani,Summer,399,2,Offline,399
2846,2022-08-26,Mini Meals,Rainy,80,1,Online,130
2847,2023-02-19,Full Meals,Winter,120,2,Offline,120
2848,2023-03-12,Joint Biryani,Summer,349,1,Online,399
2849,2023-03-11,Mini Meals,Summer,80,2,Offline,80
2850,2023-02-08,Pot Biryani,Winter,399,2,Online,449
2851,2022-09-06,Joint Biryani,Rainy,349,3,Offline,349
2852,2022-06-20,Mini Meals,Rainy,80,1,Online,130
2853,2022-08-13,Fry Piece Biryani,Rainy,329,2,Offline,329
2854,2023-02-14,Mini Meals,Winter,80,3,Offline,80
2855,2022-07-31,Mini Meals,Rainy,80,3,Online,130
2856,2023-07-06,Fry Piece Biryani,Rainy,329,2,Online,379
2857,2022-09-23,Mini Meals,Rainy,80,3,Online,130
2858,2022-12-02,Paneer Biryani,Winter,319,1,Offline,319
2859,2022-03-11,Joint Biryani,Summer,349,3,Offline,349
2860,2022-05-13,Lollipop Biryani,Summer,329,2,Offline,329
2861,2023-01-20,Dum Biryani,Winter,299,2,Offline,299
2862,2023-08-18,Fry Piece Biryani,Rainy,329,1,Offline,329
2863,2023-03-12,Joint Biryani,Summer,349,1,Online,399
2864,2023-03-07,Dum Biryani,Summer,299,3,Offline,299
2865,2023-07-29,Lollipop Biryani,Rainy,329,3,Online,379
2866,2022-10-10,Fry Piece Biryani,Winter,329,3,Offline,329
2867,2022-03-02,Pot Biryani,Summer,399,3,Offline,399
2868,2022-08-19,Fry Piece Biryani,Rainy,329,2,Online,379
2869,2022-05-30,Paneer Biryani,Summer,319,2,Online,369
2870,2022-07-23,Mini Meals,Rainy,80,1,Online,130
2871,2022-01-03,Mini Meals,Winter,80,1,Online,130
2872,2022-06-02,Joint Biryani,Rainy,349,1,Offline,349
2873,2022-05-31,Full Meals,Summer,120,2,Offline,120
2874,2023-02-23,Mini Meals,Winter,80,2,Online,130
2875,2022-11-08,Mini Meals,Winter,80,3,Offline,80
2876,2022-06-30,Pot Biryani,Rainy,399,2,Online,449
2877,2023-08-14,Mini Meals,Rainy,80,3,Online,130
2878,2023-02-21,Full Meals,Winter,120,3,Online,170
2879,2022-07-07,Mini Meals,Rainy,80,3,Offline,80
2880,2022-03-06,Paneer Biryani,Summer,319,1,Online,369
2881,2023-07-12,Pot Biryani,Rainy,399,3,Offline,399
2882,2023-03-09,Mini Meals,Summer,80,1,Offline,80
2883,2022-06-02,Dum Biryani,Rainy,299,1,Online,349
2884,2022-06-25,Dum Biryani,Rainy,299,2,Offline,299
2885,2022-01-23,Moghlai Biryani,Winter,349,2,Online,399
2886,2023-08-30,Mini Meals,Rainy,80,3,Online,130
2887,2022-08-20,Dum Biryani,Rainy,299,3,Online,349
2888,2023-01-31,Mini Meals,Winter,80,3,Online,130
2889,2023-03-04,Full Meals,Summer,120,2,Offline,120
2890,2022-08-26,Lollipop Biryani,Rainy,329,3,Online,379
2891,2023-05-06,Fry Piece Biryani,Summer,329,1,Offline,329
2892,2022-05-02,Mini Meals,Summer,80,2,Offline,80
2893,2022-05-11,Mini Meals,Summer,80,2,Offline,80
2894,2022-09-14,Pot Biryani,Rainy,399,3,Online,449
2895,2023-03-11,Full Meals,Summer,120,2,Online,170
2896,2022-05-23,Pot Biryani,Summer,399,2,Offline,399
2897,2023-04-07,Mini Meals,Summer,80,1,Offline,80
2898,2023-01-15,Paneer Biryani,Winter,319,2,Online,369
2899,2022-10-13,Mini Meals,Winter,80,1,Offline,80
2900,2022-08-26,Full Meals,Rainy,120,1,Offline,120
2901,2022-01-15,Fry Piece Biryani,Winter,329,2,Offline,329
2902,2022-06-17,Full Meals,Rainy,120,2,Online,170
2903,2022-05-30,Full Meals,Summer,120,1,Offline,120
2904,2023-02-24,Lollipop Biryani,Winter,329,1,Offline,329
2905,2023-02-06,Mini Meals,Winter,80,1,Offline,80
2906,2023-02-08,Mini Meals,Winter,80,3,Offline,80
2907,2022-04-28,Full Meals,Summer,120,3,Offline,120
2908,2022-02-10,Moghlai Biryani,Winter,349,1,Offline,349
2909,2022-05-03,Pot Biryani,Summer,399,3,Offline,399
2910,2022-12-15,Mini Meals,Winter,80,1,Offline,80
2911,2022-04-28,Lollipop Biryani,Summer,329,2,Offline,329
2912,2023-08-06,Dum Biryani,Rainy,299,3,Offline,299
2913,2023-08-21,Mini Meals,Rainy,80,1,Online,130
2914,2022-02-13,Fry Piece Biryani,Winter,329,3,Offline,329
2915,2022-12-09,Paneer Biryani,Winter,319,1,Offline,319
2916,2022-02-19,Paneer Biryani,Winter,319,3,Offline,319
2917,2023-06-03,Mini Meals,Rainy,80,1,Offline,80
2918,2023-04-09,Mini Meals,Summer,80,3,Online,130
2919,2023-01-09,Full Meals,Winter,120,1,Online,170
2920,2022-08-19,Moghlai Biryani,Rainy,349,2,Online,399
2921,2023-07-26,Paneer Biryani,Rainy,319,2,Online,369
2922,2022-10-08,Lollipop Biryani,Winter,329,2,Online,379
2923,2022-03-27,Fry Piece Biryani,Summer,329,2,Online,379
2924,2022-01-24,Mini Meals,Winter,80,2,Offline,80
2925,2022-08-26,Fry Piece Biryani,Rainy,329,2,Offline,329
2926,2022-01-06,Full Meals,Winter,120,2,Offline,120
2927,2022-10-25,Fry Piece Biryani,Winter,329,2,Online,379
2928,2022-12-04,Pot Biryani,Winter,399,1,Online,449
2929,2022-03-13,Mini Meals,Summer,80,2,Offline,80
2930,2022-08-09,Mini Meals,Rainy,80,1,Online,130
2931,2022-08-06,Paneer Biryani,Rainy,319,1,Offline,319
2932,2023-06-22,Mini Meals,Rainy,80,2,Online,130
2933,2023-08-13,Lollipop Biryani,Rainy,329,2,Online,379
2934,2022-06-22,Dum Biryani,Rainy,299,2,Offline,299
2935,2022-04-17,Moghlai Biryani,Summer,349,1,Online,399
2936,2022-07-19,Moghlai Biryani,Rainy,349,1,Offline,349
2937,2022-07-13,Dum Biryani,Rainy,299,2,Offline,299
2938,2022-08-07,Lollipop Biryani,Rainy,329,2,Offline,329
2939,2023-07-08,Moghlai Biryani,Rainy,349,1,Online,399
2940,2023-06-13,Fry Piece Biryani,Rainy,329,2,Online,379
2941,2023-04-10,Full Meals,Summer,120,3,Online,170
2942,2022-12-31,Full Meals,Winter,120,2,Online,170
2943,2023-05-26,Full Meals,Summer,120,3,Offline,120
2944,2023-01-09,Mini Meals,Winter,80,3,Online,130
2945,2022-12-09,Full Meals,Winter,120,3,Offline,120
2946,2023-05-18,Fry Piece Biryani,Summer,329,3,Online,379
2947,2022-03-14,Full Meals,Summer,120,1,Offline,120
2948,2022-01-12,Lollipop Biryani,Winter,329,2,Offline,329
2949,2022-03-31,Fry Piece Biryani,Summer,329,3,Offline,329
2950,2023-05-17,Full Meals,Summer,120,2,Online,170
2951,2023-07-24,Mini Meals,Rainy,80,2,Offline,80
2952,2023-03-17,Paneer Biryani,Summer,319,2,Offline,319
2953,2022-10-28,Full Meals,Winter,120,2,Online,170
2954,2022-09-21,Mini Meals,Rainy,80,2,Offline,80
2955,2022-12-23,Paneer Biryani,Winter,319,2,Offline,319
2956,2022-08-28,Paneer Biryani,Rainy,319,3,Online,369
2957,2023-02-25,Mini Meals,Winter,80,3,Online,130
2958,2022-10-03,Dum Biryani,Winter,299,3,Offline,299
2959,2023-06-20,Moghlai Biryani,Rainy,349,3,Online,399
2960,2023-08-16,Moghlai Biryani,Rainy,349,2,Online,399
2961,2022-10-30,Mini Meals,Winter,80,3,Online,130
2962,2022-09-16,Full Meals,Rainy,120,3,Offline,120
2963,2023-04-09,Mini Meals,Summer,80,3,Offline,80
2964,2022-06-20,Joint Biryani,Rainy,349,3,Online,399
2965,2022-06-30,Pot Biryani,Rainy,399,2,Offline,399
2966,2023-02-07,Dum Biryani,Winter,299,3,Online,349
2967,2022-07-26,Mini Meals,Rainy,80,2,Online,130
2968,2022-03-13,Lollipop Biryani,Summer,329,3,Online,379
2969,2022-10-21,Lollipop Biryani,Winter,329,2,Offline,329
2970,2023-06-12,Mini Meals,Rainy,80,2,Online,130
2971,2023-08-14,Joint Biryani,Rainy,349,2,Online,399
2972,2022-10-14,Mini Meals,Winter,80,1,Offline,80
2973,2022-10-11,Joint Biryani,Winter,349,2,Online,399
2974,2023-03-10,Mini Meals,Summer,80,1,Online,130
2975,2023-06-10,Moghlai Biryani,Rainy,349,3,Online,399
2976,2023-06-10,Mini Meals,Rainy,80,2,Online,130
2977,2022-01-30,Joint Biryani,Winter,349,2,Online,399
2978,2023-02-17,Dum Biryani,Winter,299,2,Offline,299
2979,2022-10-16,Lollipop Biryani,Winter,329,2,Online,379
2980,2023-08-12,Lollipop Biryani,Rainy,329,2,Online,379
2981,2022-04-23,Lollipop Biryani,Summer,329,1,Offline,329
2982,2023-08-03,Pot Biryani,Rainy,399,1,Online,449
2983,2023-06-26,Paneer Biryani,Rainy,319,2,Online,369
2984,2022-11-11,Pot Biryani,Winter,399,2,Offline,399
2985,2022-03-08,Fry Piece Biryani,Summer,329,1,Offline,329
2986,2022-04-06,Joint Biryani,Summer,349,1,Online,399
2987,2023-02-19,Fry Piece Biryani,Winter,329,3,Online,379
2988,2022-05-06,Moghlai Biryani,Summer,349,2,Offline,349
2989,2023-07-21,Pot Biryani,Rainy,399,2,Online,449
2990,2022-06-14,Mini Meals,Rainy,80,2,Online,130
2991,2023-03-15,Pot Biryani,Summer,399,1,Offline,399
2992,2023-05-22,Joint Biryani,Summer,349,1,Offline,349
2993,2023-04-20,Pot Biryani,Summer,399,1,Offline,399
2994,2023-05-21,Dum Biryani,Summer,299,2,Online,349
2995,2022-04-10,Lollipop Biryani,Summer,329,3,Offline,329
2996,2022-01-27,Fry Piece Biryani,Winter,329,2,Online,379
2997,2022-12-22,Joint Biryani,Winter,349,2,Online,399
2998,2023-03-20,Pot Biryani,Summer,399,3,Offline,399
2999,2023-07-19,Fry Piece Biryani,Rainy,329,3,Online,379
3000,2022-12-28,Lollipop Biryani,Winter,329,1,Online,379
3001,2023-02-02,Dum Biryani,Winter,299,2,Online,349
3002,2022-09-29,Fry Piece Biryani,Rainy,329,1,Offline,329
3003,2022-04-30,Dum Biryani,Summer,299,1,Offline,299
3004,2023-02-27,Mini Meals,Winter,80,3,Offline,80
3005,2022-01-28,Full Meals,Winter,120,1,Online,170
3006,2023-04-05,Joint Biryani,Summer,349,1,Offline,349
3007,2023-08-16,Full Meals,Rainy,120,2,Offline,120
3008,2022-12-15,Pot Biryani,Winter,399,2,Offline,399
3009,2023-07-24,Mini Meals,Rainy,80,2,Offline,80
3010,2023-07-22,Paneer Biryani,Rainy,319,2,Online,369
3011,2022-06-02,Full Meals,Rainy,120,1,Offline,120
3012,2022-01-12,Mini Meals,Winter,80,3,Offline,80
3013,2022-12-03,Dum Biryani,Winter,299,2,Online,349
3014,2023-04-12,Mini Meals,Summer,80,1,Online,130
3015,2022-06-16,Lollipop Biryani,Rainy,329,3,Online,379
3016,2022-01-22,Dum Biryani,Winter,299,2,Offline,299
3017,2023-05-12,Full Meals,Summer,120,3,Online,170
3018,2023-06-18,Mini Meals,Rainy,80,2,Online,130
3019,2023-02-13,Mini Meals,Winter,80,2,Offline,80
3020,2022-01-13,Full Meals,Winter,120,2,Offline,120
3021,2022-10-14,Dum Biryani,Winter,299,1,Online,349
3022,2023-01-11,Moghlai Biryani,Winter,349,1,Offline,349
3023,2023-07-07,Mini Meals,Rainy,80,1,Online,130
3024,2023-06-05,Moghlai Biryani,Rainy,349,2,Online,399
3025,2023-08-30,Full Meals,Rainy,120,3,Offline,120
3026,2023-01-11,Pot Biryani,Winter,399,3,Offline,399
3027,2023-07-18,Pot Biryani,Rainy,399,3,Offline,399
3028,2023-04-12,Mini Meals,Summer,80,1,Online,130
3029,2022-10-31,Joint Biryani,Winter,349,2,Offline,349
3030,2023-08-24,Moghlai Biryani,Rainy,349,2,Offline,349
3031,2023-01-13,Paneer Biryani,Winter,319,2,Offline,319
3032,2023-01-20,Joint Biryani,Winter,349,3,Online,399
3033,2022-02-09,Moghlai Biryani,Winter,349,2,Offline,349
3034,2022-07-16,Lollipop Biryani,Rainy,329,3,Online,379
3035,2023-03-24,Full Meals,Summer,120,1,Online,170
3036,2022-12-21,Pot Biryani,Winter,399,3,Offline,399
3037,2022-04-01,Full Meals,Summer,120,2,Offline,120
3038,2023-02-10,Lollipop Biryani,Winter,329,2,Offline,329
3039,2022-09-30,Mini Meals,Rainy,80,3,Offline,80
3040,2022-09-18,Mini Meals,Rainy,80,3,Offline,80
3041,2022-03-05,Mini Meals,Summer,80,1,Online,130
3042,2022-09-03,Fry Piece Biryani,Rainy,329,2,Online,379
3043,2022-12-20,Lollipop Biryani,Winter,329,1,Offline,329
3044,2022-07-01,Joint Biryani,Rainy,349,1,Online,399
3045,2023-03-22,Mini Meals,Summer,80,3,Offline,80
3046,2022-11-04,Pot Biryani,Winter,399,1,Online,449
3047,2023-03-04,Mini Meals,Summer,80,1,Offline,80
3048,2023-01-07,Paneer Biryani,Winter,319,3,Online,369
3049,2023-06-21,Full Meals,Rainy,120,1,Offline,120
3050,2022-04-30,Mini Meals,Summer,80,1,Offline,80
